record_type,campaign,ad_group,entity_id,status,scope,match_type,priority,text,final_url,utm_source,utm_medium,utm_campaign,utm_term,utm_content,instruction
campaign_setting,DRAFT | BA | Search | Missed Lead Recovery,,draft_state,DISABLED,campaign,,,DRAFT - DO NOT ENABLE,,,,,,,Offline specification only; no live account action is authorized
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,auto_repair,ar_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H06,30 Days Of Scoped Fixes,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,auto_repair,ar_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H07,See The Workflow Clearly,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,auto_repair,ar_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H08,Book A 15-Min Fit Check,,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,auto_repair,ar_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,D01,"Use an existing form, compatible missed-call event or shared inquiry inbox.",,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,auto_repair,ar_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,D02,"Leon builds the agreed flow in 10 business days after scope and access are ready.",,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,auto_repair,ar_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,D03,"See received, sent, replied and handed-off events in one basic log.",,,,,,,Unpinned draft asset
rsa_url,DRAFT | BA | Search | Missed Lead Recovery,auto_repair,ar_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,FINAL_URL,,https://leonbuilds.org/?utm_source=google&utm_medium=cpc&utm_campaign=ba-missed-lead-recovery-v1&utm_term=auto_repair&utm_content=search-ar-rsa-b,google,cpc,ba-missed-lead-recovery-v1,auto_repair,search-ar-rsa-b,No click-ID parameter; platform auto-tagging may append a genuine value later
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H01,Catering Lead Follow-Up,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H02,Private Event Inquiries,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H03,Missed Inquiry Workflow,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H04,One Clear Manager Handoff,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H05,10-Business-Day Sprint,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H06,Built Directly By Leon,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H07,"Fixed Scope From $1,500",,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,H08,Bay Area Restaurant Systems,,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,D01,"Connect one catering or private-event source to follow-up and a manager handoff.",,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,D02,"Starting scope is $1,500 after a compatibility check and written fixed quote.",,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,D03,"For Bay Area restaurants. No promise of leads, bookings or revenue. Book a fit check.",,,,,,,Unpinned draft asset
rsa_url,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_a,HOLD_PRODUCT_MISMATCH,ad_group,,FINAL_URL,,https://leonbuilds.org/?utm_source=google&utm_medium=cpc&utm_campaign=ba-missed-lead-recovery-v1&utm_term=restaurant_food&utm_content=search-rf-rsa-a,google,cpc,ba-missed-lead-recovery-v1,restaurant_food,search-rf-rsa-a,No click-ID parameter; platform auto-tagging may append a genuine value later
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H01,Restaurant Inquiry System,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H02,Catering Follow-Up Process,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H03,Connect Your Existing Tools,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H04,Prompt Inquiry Acknowledgment,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H05,Written Fixed Quote First,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H06,30 Days Of Scoped Fixes,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H07,See The Workflow Clearly,,,,,,,Unpinned draft asset
rsa_headline,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,H08,Book A 15-Min Fit Check,,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,D01,"Use one existing catering or private-event inquiry path and the tools you already have.",,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,D02,"Leon builds the agreed flow in 10 business days after scope and access are ready.",,,,,,,Unpinned draft asset
rsa_description,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,D03,"See received, sent, replied and handed-off events in one basic log.",,,,,,,Unpinned draft asset
rsa_url,DRAFT | BA | Search | Missed Lead Recovery,restaurant_food,rf_rsa_b,HOLD_PRODUCT_MISMATCH,ad_group,,FINAL_URL,,https://leonbuilds.org/?utm_source=google&utm_medium=cpc&utm_campaign=ba-missed-lead-recovery-v1&utm_term=restaurant_food&utm_content=search-rf-rsa-b,google,cpc,ba-missed-lead-recovery-v1,restaurant_food,search-rf-rsa-b,No click-ID parameter; platform auto-tagging may append a genuine value later
conversion,DRAFT | BA | Search | Missed Lead Recovery,,conv_01,DISABLED,campaign,,1,won_client,,,,,,,Ultimate CRM or offline business outcome; import only after consent and reliable deduplication
conversion,DRAFT | BA | Search | Missed Lead Recovery,,conv_02,DISABLED,campaign,,2,qualified_call_held,,,,,,,Preferred quality optimization signal after the definition and upload process are stable
conversion,DRAFT | BA | Search | Missed Lead Recovery,,conv_03,DISABLED,campaign,,3,calendar_booking_success,,,,,,,Initial primary candidate; verify exactly one confirmed booking UID produces one conversion
conversion,DRAFT | BA | Search | Missed Lead Recovery,,conv_04,DISABLED,campaign,,4,quote_lead_accepted,,,,,,,Secondary lead action; do not count it as a booked or held call
conversion,DRAFT | BA | Search | Missed Lead Recovery,,conv_05,DISABLED,campaign,,5,cta_click_or_form_start,,,,,,,Diagnostic observation only; exclude from bidding goals
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_01,DISABLED,campaign,,BLOCKER,Landing page and call path pass mobile and desktop checks,,,,,,,Confirm copy price boundaries forms calendar and no broken links
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_02,DISABLED,campaign,,BLOCKER,Privacy and consent review complete,,,,,,,Make live disclosures accurate before adding advertising technology
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_03,DISABLED,campaign,,BLOCKER,Booking conversion mapped and verified end to end,,,,,,,Use a synthetic authorized test and confirm one event per booking UID
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_04,DISABLED,campaign,,BLOCKER,All five UTMs persist from landing page to confirmed booking,,,,,,,Verify source medium campaign term and content in the private acquisition record
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_05,DISABLED,campaign,,BLOCKER,No click ID is manually populated,,,,,,,If approved later test only genuine values appended by platform auto-tagging
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_06,DISABLED,campaign,,BLOCKER,Presence-only location option confirmed in live UI,,,,,,,Screenshot or peer-review the advanced location setting
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_07,DISABLED,campaign,,BLOCKER,Nine Bay Area county targets verified,,,,,,,Do not silently expand to California or United States
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_08,DISABLED,campaign,,BLOCKER,Google Search only confirmed,,,,,,,Display Network and Search Partners remain off for the controlled test
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_09,DISABLED,campaign,,BLOCKER,Keyword and negative lists reviewed,,,,,,,Check conflicts plurals and niche separation before upload
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_10,DISABLED,campaign,,BLOCKER,RSA copy and URLs pass validator and policy review,,,,,,,Preview combinations because assets may appear in different orders
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_11,DISABLED,campaign,,BLOCKER,Economics inputs and owner stop rules completed,,,,,,,No fabricated benchmarks; use private real contribution economics
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_12,DISABLED,campaign,,BLOCKER,Campaign-total budget type bid strategy dates and schedule verified,,,,,,,The $100 cap and 10-day duration are approved; bids exact dates schedule and launch are not
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_13,DISABLED,campaign,,BLOCKER,Billing and account permissions reviewed by owner,,,,,,,This pack must not change billing
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_14,DISABLED,campaign,,BLOCKER,Campaign and every child entity created paused,,,,,,,A second person confirms disabled state before any billing-capable action
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_15,DISABLED,campaign,,POST_LAUNCH,Search terms and lead quality review owner assigned,,,,,,,Review actual terms and add negatives without waiting for vanity metrics
launch_check,DRAFT | BA | Search | Missed Lead Recovery,,check_16,DISABLED,campaign,,POST_LAUNCH,Qualified-call and won-client feedback loop assigned,,,,,,,Do not optimize from clicks or raw leads alone
